,Scores,Steps
0,38.980270335337266,26
1,32.46811511700071,21
2,43.83971380379662,34
3,34.8988430393234,23
4,48.10134723168158,39
5,33.20761377390882,19
6,76.55764751079697,79
7,34.322093245772706,21
8,6.965188904864772,5
9,-75.0230748198097,5
10,-213.3452210621821,5
11,4.269072329821938,5
12,11.029683103032585,5
13,2.7453979087877083,5
14,-2002.529326793253,5
15,-1.2406864824093637,5
16,3.268653570966853,5
17,9.599006192185334,6
18,3.3832865497985036,6
19,3.368528537329985,7
20,-1.7675665225746338,7
21,-9.259731361568264,7
22,-8.093417515949112,8
23,-20.537100686083427,9
24,-20.823172022005018,9
25,-4.34969796497462,9
26,-4.114189635164802,8
27,-3.4020201273815474,8
28,10.056292171297539,6
29,11.710018751762982,14
30,35.343371027945246,33
31,-260.27063050610155,7
32,-8.674662931419151,5
33,22.024447621201396,7
34,25.52432390116737,11
35,20.022322367627932,25
36,8.742267248504506,12
37,13.705979042312537,12
38,13.88801935080264,10
39,-1.1492170916215396,10
40,-0.566747124017273,10
41,-3.4219902043725585,10
42,3.7522364763732203,10
43,15.850398852916257,11
44,19.37593843082577,18
45,-30.98710700184602,34
46,10.600049367314206,37
47,16.33263019345031,33
48,13.823615140376202,21
49,11.471807981407617,18
50,8.361476255200976,15
51,4.105483642902981,12
52,4.81112183836085,11
53,6.9075528862085775,10
54,4.496501965672358,10
55,7.074141615614644,10
56,1.3167100600898272,10
57,-5.106723047071138,10
58,-2.882929049366794,10
59,-0.31426682549645274,10
60,-6.011190978775269,11
61,-0.80335380366014,11
62,2.48761876803037,13
63,-0.31494218707084715,12
64,-0.06939890774228813,11
65,-1.7983931333452363,11
66,-0.7248952071720842,11
67,-1.6611746715629117,10
68,1.0147027534825606,10
69,-1.6631043786081134,10
70,4.38886954812624,10
71,3.485388393260654,10
72,0.7585538457802601,9
73,2.386633226451522,9
74,1.8565110470663049,9
75,-3.064585335999436,9
76,-2.753126794799755,10
77,-3.7965564424419447,9
78,2.3470307715906515,9
79,-4.927318491796905,9
80,-1.8998197491921025,10
81,-0.6870180406680448,10
82,4.591061982605604,9
83,4.435020420092042,9
84,2.7149585643681347,9
85,-1.111396250326653,9
86,4.349064592587819,10
87,5.209643665082694,9
88,2.971520737401441,9
89,3.8256019864042163,10
90,3.772974445385625,10
91,2.408585020930331,10
92,4.702727057658194,9
93,1.4608560051157833,10
94,-1.7903032275324222,10
95,2.443616766715422,10
96,1.7195358847835447,9
97,-0.9620693369637591,9
98,1.6967113454011267,10
99,-1.0696632369683359,9
100,2.4577613295899923,9
101,5.066638919986144,10
102,5.1506221761257605,10
103,3.9678557948485826,9
104,-3.575675512202726,10
105,-0.5995914713406826,9
106,5.276165498082991,10
107,2.4262346018498637,10
108,-4.04527684041823,9
109,3.8431223186169516,10
110,-1.6593622684027647,9
111,-0.1223394371016191,9
112,2.424796761518518,9
113,5.460236650271689,10
114,2.042992349178529,9
115,2.7168785771675164,9
116,-2.010459798949889,9
117,7.634845302095345,10
118,-8.704210322073777,9
119,3.3163706618259305,10
120,-2.236819809419102,10
121,2.4744887428663787,9
122,0.867851284568314,9
123,3.439033599277899,9
124,4.323543708748183,10
125,3.3452422192029183,9
126,-2.1968234873245818,9
127,3.618837292719399,9
128,2.853490407833305,9
129,-0.17427652340993516,9
130,-0.1871531487675404,9
131,-1.0654282502684516,9
132,3.750455627698101,9
133,-0.9454052420725945,9
134,0.9875863058055973,9
135,3.8395560075878157,9
136,0.16265354392962772,10
137,2.765552477123856,9
138,2.517650757759111,9
139,2.437134173013327,9
140,7.551903522356588,9
141,5.765164707506483,10
142,4.373750598673359,9
143,0.16266584736003864,9
144,-6.2736957489541965,9
145,8.380845696952019,9
146,5.301416583520767,9
147,8.126505914529844,9
148,-7.420065678884567,9
149,5.138522297095914,9
150,8.687296728960064,9
151,-3.426231191348052,10
152,1.097549141880882,9
153,-8.66767846117582,9
154,5.945298005822405,9
155,1.9859193852244057,9
156,0.4148385720705847,9
157,5.367450866024592,9
158,5.503205405162589,9
159,-1.6025453486145116,9
160,2.5410036187429785,9
161,0.8725013891948037,9
162,4.102900745367515,9
163,-8.681930161784116,9
164,5.281131604986149,9
165,3.6649745945018357,9
166,6.562774942391843,9
167,3.9803834238875426,9
168,5.87588295130845,9
169,0.6771693844639226,9
170,-8.268442488118307,9
171,8.712093506414385,9
172,2.142710559877742,8
173,0.2443334755909743,9
174,-2.6966516850850906,9
175,3.7985000555388986,9
176,-10.80867315393407,9
177,-2.9389152770309006,9
178,-2.078873426260544,9
179,-6.015159725752892,9
180,-1.9711174726544418,9
181,-0.7982907132929533,9
182,-4.244987684383522,9
183,-12.911268826544983,9
184,-6.599012949032477,10
185,-1.9038116458119485,9
186,-1.465831815369893,9
187,-7.251359257180592,10
188,-0.8803731778083614,9
189,-3.243265746497491,9
190,-8.978985969115458,9
191,-3.7100680886665933,9
192,-6.039792077754099,9
193,-12.164681565304637,9
194,-8.244808955966436,10
195,-5.2887304232848695,10
196,-11.995587632591196,10
197,-7.461747306125471,9
198,-8.595058957807485,9
199,-12.621627814708333,10
200,-10.284055848707794,9
201,-5.942111859937722,10
