,0
0,31.358468596007874
1,41.10249520735525
2,36.40398820629053
3,35.186446550939586
4,42.13338757801976
5,36.89171889470016
6,43.45041638754338
7,38.46459061318019
8,38.482591988067725
9,40.56042129275301
10,43.794676704889575
11,29.349256352774677
12,22.944090085757487
13,22.242639982407855
14,19.8545156324064
15,15.887853726129105
16,14.313262315309839
17,11.076823809834604
18,8.50029884253745
19,5.552683457451348
20,1.919727464334573
21,-6.179671241079632
22,-21.633488054921322
23,-116.86227239032596
24,-7106.017666370062
25,-1880.7018350812941
26,-3420.022237146109
27,-126.49543371061446
28,-90.77204957124049
29,-75.43781092660066
30,-67.20382589527873
31,-62.32488238976075
32,-55.930167569422345
33,-55.44728860049654
34,-54.39031328649726
35,-53.85648392580916
36,-59.89218572217505
37,-50.92396803105803
38,-49.48891348388134
39,-46.40745192731265
40,-46.49985654026677
41,-46.520908697078994
42,-43.28450891697139
43,-43.45217294736358
44,-42.507719986858135
45,-40.75946633292915
46,-38.282715263908905
47,-36.93840126537107
48,-36.02272972133069
49,-35.53297575909383
50,-35.95044661253778
51,-34.50117194608319
52,-34.33962929070985
53,-33.85930350278795
54,-36.615552477005984
55,-44.187826695709376
56,-113.20516968054872
57,-386.0901923786384
58,-46.63134459597058
59,-45.61476681736385
60,-47.89728674930957
61,-46.117684490555256
62,-44.57596802925545
63,-45.19715147829557
64,-41.178623407499984
65,-37.842061187373474
66,-37.775088370929005
67,-37.02033391100558
68,-34.831355408740635
69,-33.553665576521595
70,-33.68391162558546
71,-33.601252583533636
72,-31.192399919337184
73,-29.51379703197162
74,-28.7931617717637
75,-28.484630922364886
76,-27.402016307222944
77,-25.387370284736974
78,-27.13169046194234
79,-24.806958739459517
80,-24.365167069718883
81,-21.83550326778495
82,-21.71855312541011
83,-22.36338070633501
84,-21.98219215777499
85,-19.33090037468937
86,-18.940876194983137
87,-18.96894330185605
88,-17.051397574035214
89,-17.513387981538834
90,-16.370915945037268
91,-16.82627542296541
92,-15.94533361166832
93,-14.5392482340103
94,-13.913295399303022
95,-14.640470785219803
96,-13.230144968842795
97,-12.822464517678599
98,-13.156193554792843
99,-13.800494630617322
100,-11.680175694393983
101,-10.664994135366577
102,-11.081200910346524
103,-10.369685595647024
104,-9.309843815221392
105,-8.73259331091831
106,-9.22207585144497
107,-7.658567106924601
108,-7.1527776635528415
109,-7.138718387743574
110,-8.159336364176124
111,-6.664102652348809
112,-5.796097574107987
113,-7.1111531898714
114,-6.1321801970043435
115,-5.356942898567649
116,-5.8616450983055985
117,-6.0860199121249
118,-4.174553234435734
119,-5.421233261181624
120,-4.5427457039622805
121,-3.9743535123037863
122,-3.873250278207707
123,-3.831952259397078
124,-2.6822771352759442
125,-2.2586952025318174
126,-3.0675862830350518
127,-2.280063793982845
128,-3.590358748791914
129,-1.5513726483026415
130,-2.6982210071480948
131,-1.495681913588487
132,-1.1937321903911648
133,-1.0196786443004395
134,-1.2977645418097383
135,-1.1796102526350296
136,-1.9018070981168425
137,-1.2656603948009435
138,-0.36880819821235533
139,-0.4980313496940657
140,-0.20731884347478757
141,-0.7406593559353495
142,0.04746130083367461
143,-0.3715783757026657
144,0.17906685627240215
145,0.8996568782764358
146,-0.4141011992658621
147,0.36179640683694725
148,-0.862534383867751
149,0.40307121711375693
150,1.3184647535570546
151,0.741567755714641
152,0.183400886623713
153,-0.43350576450320766
154,0.1851242011238351
155,1.2547846081404703
156,1.1861213995769502
157,0.8189905822073333
158,0.977515616775781
159,1.0947008919669319
160,0.6220791708663453
161,0.6445866914771612
162,0.19914726002898409
163,1.0552925635944126
164,0.7856807836884396
165,0.4804224015490024
166,0.3028030948247755
167,0.7066911833389895
168,0.06564435071777508
169,0.6521211671904892
170,0.5345331047908976
171,1.3280218124869858
172,0.7139358601227289
173,1.2177912246770575
174,0.2066909331115303
175,0.7522220948725593
176,-0.037340935422981225
177,0.24672537445294485
178,0.8792574561477515
179,0.6129915224999429
180,0.2710346203661179
181,1.2259840918457483
182,1.2584561809053412
183,0.20181685195275367
184,0.18446090014331284
185,0.6454223880675265
186,0.3692523097022784
187,0.16052136715152276
188,0.8554490528418679
189,0.6572006321497614
190,-0.38226678489445554
191,0.9616810243969658
192,0.7677074246981643
193,0.5082011339138264
194,1.106573859068158
195,0.4758038257103179
196,0.4188120811202669
197,0.8198201690320266
198,0.9888488175012764
199,0.41307908087037504
200,1.005973990139318
201,0.7281033643317638
202,1.0107211171300143
203,0.9232982630870534
204,0.14629824620060372
205,1.1569856067377255
206,0.4275322777073587
207,2.0958872621253235
208,2.0064660076110155
209,1.7038862554501977
210,2.6786135040558294
211,2.326744984948891
212,2.709223052483866
213,2.697426558878214
214,2.0047333928305298
215,2.335214933601674
216,3.082592221848607
217,2.281816118728603
218,3.600864787882891
219,3.8563356448648847
220,3.137471851617738
221,3.8935924604767935
222,3.7789835676725483
223,4.339736910354985
224,3.6249178844518606
225,4.956767163195763
226,5.142026325450569
227,4.991399724771327
228,4.458046184836711
229,5.090867919207083
230,4.878180493906257
231,6.031883125071181
232,5.032030831542215
233,4.727383159197052
234,5.735075324300851
235,5.260628358874237
236,5.478795093737426
237,5.673800553874754
238,5.321873733407119
239,5.39694637083303
240,5.696676716048387
241,6.685675173340133
242,4.968751887386315
243,6.529928823673981
244,6.922499368050193
245,6.626485340858926
246,6.3019402094985715
247,6.454561285754607
248,6.208517834433588
249,6.727104408832384
250,7.067228214947681
251,6.740931437932886
252,7.163876409071964
253,7.167042022844543
254,7.199753928402789
255,7.485683459979191
256,6.72830846861034
257,7.311998873144329
258,7.33438069075928
259,7.175091269363474
260,7.120063864302938
261,8.101295883514105
262,7.814705860083631
263,8.439200447993063
264,8.890302454865013
265,8.638313192117494
266,8.895663577472442
267,8.402629031401013
268,8.682340471635689
269,8.913454702043964
270,8.583392671612092
271,8.807133152152527
272,8.62928071187489
273,9.45659725695441
274,8.925463033003325
275,9.24551855603786
276,9.172963529088882
277,9.194700634035689
278,9.572019960881153
279,9.065145386183577
280,9.26264225159539
281,9.48436066678114
282,8.500764114838965
283,9.354358872216835
284,9.255188556048962
285,9.8270777227488
286,9.094476730201858
287,9.80595301254507
288,9.543221484270179
289,9.72411923870386
290,9.35948299413867
291,9.805838554313231
292,10.09803543421149
293,10.057650683104292
294,9.840732211861178
295,9.390867959109892
296,9.27519581667293
297,8.964988474953863
298,9.455046100578329
299,9.866084124935151
300,9.857234734474332
301,9.794280703761615
302,9.352842793114542
303,9.982856835031999
304,9.756686965280096
305,10.163588476678706
306,10.098872677204781
307,10.748876645317068
308,10.088051873762742
309,9.686614917409315
310,10.176227247927455
311,10.388263139642367
312,10.181388236964995
313,10.478982747583359
314,9.914936143807427
315,9.9357182298947
316,10.308018668259319
