Scores,Steps
94.71534534,81
94.1223237,81
94.80415138,78
95.47310721,77
94.5236792,78
94.20546152,85
94.67717656,77
95.53324864,78
93.65584043,91
94.08028874,87
94.34971946,84
95.31204065,78
95.37125739,79
95.25944933,79
95.77667868,78
94.73574766,82
94.70417022,79
95.4045669,77
95.68593398,77
94.71889961,83
95.04017128,80
95.31177043,76
94.48157654,81
95.72728991,79
95.27800146,76
95.53083351,76
94.6296564,81
95.0422724,76
95.39751649,76
95.00750746,76
95.66993042,75
94.94617385,80
95.00217453,79
95.54504722,77
94.21868369,82
94.48825446,83
93.07063697,146
94.28644421,88
94.12791947,80
95.60075355,74
95.16456921,79
94.68793285,80
95.38575369,76
95.46884166,82
95.06743267,76
95.43752098,81
95.23095466,77
95.76285496,78
95.00904495,74
95.62887838,80
95.08307202,76
94.27683381,87
95.66597518,81
95.38374922,77
94.39586109,82
95.44269343,77
95.12904273,79
95.61254041,78
94.4770641,92
95.53517945,80
95.39524031,78
94.84814397,80
95.19230551,77
95.62055508,77
95.40771916,78
95.17726184,78
94.99135104,77
95.00815462,81
95.11350737,80
95.15015367,77
95.09691657,116
95.45743321,80
95.67651799,78
95.16609081,80
95.67850254,83
94.53176463,83
95.06413254,77
95.33561155,78
93.98125133,82
94.9866403,81
94.78086272,83
94.67056318,79
94.73068925,76
94.46626181,83
95.82943208,79
95.60125215,76
94.2761758,84
95.38083327,76
94.07896185,90
95.37528969,77
94.99304533,77
95.65095804,78
94.96726043,80
95.21228955,76
95.11059597,78
95.2952988,78
95.34373911,79
95.09038316,77
95.04588128,77
95.78218031,78
95.78798956,79
95.5331251,78
95.65034249,75
95.08084841,78
95.72514183,80
94.75542392,82
95.18148986,78
95.52823745,81
94.44029614,84
95.93853516,79
95.50259457,77
94.95625863,81
95.49227026,75
95.98548771,79
95.01609386,80
95.35270722,83
94.93386578,78
95.42032121,75
94.80802864,78
95.0327821,77
96.07772325,79
94.8621171,77
95.87109557,81
95.34800465,79
95.50685504,76
95.20142549,80
95.24737898,82
95.1925981,82
94.46205733,91
95.79031629,77
95.07391741,81
93.90191078,87
95.50021624,74
95.51716385,82
94.31325294,84
93.97972236,91
95.75068886,78
95.22812654,78
94.09841978,86
94.5367189,84
95.52246358,77
94.24905546,119
95.58129164,79
95.20346514,80
95.53189719,76
94.37620094,82
94.69945783,81
95.05265909,78
94.86298974,82
95.42555566,77
95.68673072,80
95.14921548,77
95.75852913,78
94.79945872,81
93.65458381,87
95.4121471,77
95.66340088,79
94.27698763,90
95.12579391,77
94.54695834,78
95.03571804,78
94.47836186,81
95.52689025,76
94.5478007,77
94.35453394,84
95.14767716,75
95.11100392,79
95.15006345,83
95.07771645,81
95.00031471,82
95.51537892,78
95.2552007,76
95.60265497,80
94.33464278,88
94.53279391,84
95.50353824,77
95.83640945,81
95.08189051,78
94.07674348,89
95.12975656,80
95.00956136,112
94.98631682,82
94.54517928,81
95.48893274,78
95.75674332,77
95.06517055,78
95.8077083,79
94.9384238,84
94.85100129,84
95.49276567,79
94.64012937,83
95.55842891,77
95.10856939,79
95.1543083,81
93.86166485,94
94.74552941,79
95.22575102,79
95.67702329,77
94.57630207,82
95.32846447,81
94.86407788,79
94.27664931,83
94.84867211,77
94.74801151,82
95.14841593,81
94.14210692,87
94.59821876,81
95.45254234,80
95.72274243,76
94.01726426,89
94.56804012,83
95.31335112,80
94.12980705,87
95.3157055,77
94.65916973,81
95.25590984,75
94.60075398,80
94.89534893,87
95.64034911,78
95.56529694,77
95.53974187,83
95.63190091,79
94.36098736,83
94.751211,120
95.306591,77
95.66168684,77
95.67257039,79
94.97883168,80
95.08849393,78
95.0228954,83
95.43682165,80
94.23109465,82
95.66796739,76
94.95781709,79
93.92475117,87
94.93322158,78
95.76439015,80
95.87253343,78
94.60039619,114
94.63641661,83
95.42152228,80
94.03501774,90
95.89872198,78
94.44143293,104
95.49948914,77
94.86962438,77
95.86564886,78
94.19467163,81
94.01345858,88
95.89555315,78
95.83118971,81
95.50877846,76
94.6530604,82
95.34191519,82
95.97913883,79
95.15916785,79
95.74925676,78
94.43119873,86
94.90727995,83
94.78290472,84
95.15824154,84
94.6190298,77
95.67357128,78
95.72806181,79
95.21707029,76
94.93808032,108
95.36007486,76
95.68166597,79
94.34085279,84
95.23085267,80
94.88247769,77
95.44030641,75
94.62623656,80
95.61315299,82
95.42013604,78
95.00107385,82
94.78688867,84
94.65405732,106
95.82076023,79
94.8756471,79
94.57391003,79
95.38499111,82
95.15736815,77
95.14363244,84
94.70407097,83
95.76793734,80
95.28180979,76
94.29221109,81
94.30581886,83
95.40865989,78
93.81838576,97
95.67643484,81
95.96736219,80
94.74306402,79
94.19534855,83
95.11501158,80
95.85765618,77
94.27248157,83
93.94172335,86
95.66812581,78
95.58221595,76
95.41076745,82
95.42256378,79
93.90266167,85
94.93594668,80
94.086565,84
94.37367974,81
95.11545565,77
95.20700497,79
95.55025901,81
95.11886795,82
94.96458317,81
95.60450625,77
95.0183907,76
95.16674289,79
95.4073671,79
95.85881114,79
95.36290244,80
95.27529308,79
95.18105342,81
95.69265853,78
94.51707704,85
95.18498367,77
94.7607167,80
95.07537957,77
94.81626067,82
95.01526938,79
96.08300058,79
95.48873596,76
95.52088927,77
95.40654742,78
95.45277049,78
95.72117942,78
94.28421916,81
95.14263024,81
95.54668469,80
94.6195898,81
94.58672295,86
94.82534294,79
94.34965629,85
94.60781106,82
95.03197011,81
95.24021504,78
95.18777714,80
94.43368836,81
95.74391155,83
95.33635016,78
95.66988034,83
94.60206976,81
94.8446794,80
94.65893788,79
94.62126217,77
95.60205546,78
95.25395058,78
94.72668309,79
95.69539134,75
95.55071351,82
95.01334488,83
95.32449643,78
95.29565733,79
94.63347858,81
94.5569245,77
95.09381185,75
94.78078983,82
94.37883239,85
95.39339603,77
95.54867628,79
95.19465501,82
94.9542048,80
95.34399918,78
94.56448322,88
94.87199032,79
95.00503367,78
95.13219714,77
95.6616856,79
95.65206248,81
95.54741545,83
94.37721109,82
95.22500226,79
94.39952082,81
95.03254549,80
95.52684297,79
94.42581152,77
94.72463508,80
95.58203619,79
94.47266776,85
95.16112547,77
95.49896277,79
94.21457947,84
94.1767532,85
95.30207683,81
94.9623602,78
93.98691614,86
94.65463294,85
96.2225022,77
94.85620015,83
94.74893553,81
94.65419965,82
94.54573681,80
95.4570861,79
94.96628698,83
94.4150312,91
95.52621652,78
95.60134977,78
94.50139414,82
94.26791707,82
95.17379576,82
94.18920207,82
95.00384191,80
94.47453771,82
95.39801574,76
95.58465649,80
95.056468,77
95.03989544,78
95.0303545,80
95.21384302,78
95.03593902,78
94.87539287,85
94.50390169,84
95.70572156,78
95.83016115,77
94.03623555,87
95.23721386,78
95.85376906,77
95.09216614,83
95.66176161,75
95.03162497,79
95.37292739,79
95.2424072,82
95.23682595,79
94.54172756,83
95.5406268,77
95.45660784,80
95.78580805,81
95.4483952,80
95.63059448,81
95.07744482,81
95.10708484,79
95.347914,77
94.32327097,87
94.836611,85
94.54133149,83
95.56371513,76
95.70689596,76
94.54302249,82
95.20944873,79
95.12499307,79
95.14191232,84
95.83911476,80
94.9862042,79
94.18715417,91
95.04847397,80
95.07454989,79
95.40265989,82
95.13719096,83
94.4439719,79
94.81618124,80
95.25214838,79
94.61058635,81
94.9173842,80
94.51521812,91
95.29905801,77
95.19934534,80
95.63364099,79
94.79061368,83
94.55936783,83
95.20306531,80
94.94737519,78
96.02495439,78
95.21586822,77
95.4834805,79
95.079771,78
95.94408921,78
94.55780421,84
94.97604959,82
94.76944519,83
95.09319318,82
95.36748964,84
94.9814668,78
95.29707641,81
95.61316638,77
94.75790147,77
94.80356729,81
95.2268097,79
94.96653993,77
95.07135499,79
95.462516,77
94.88794775,82
94.56130093,82
95.9216522,80
95.46523009,80
94.95827448,81
94.9553298,85
94.57334043,78
94.94921477,110
94.55699192,80
95.20563444,82
94.90490969,79
95.06222225,81
94.981673,82
93.56296548,94
94.5724963,82
94.80086836,83
95.59467449,77
95.74238186,77
95.09757111,77
94.57186484,82
94.10140911,92
95.75780753,79
95.45900048,81
94.18809298,81
95.15930652,75
94.61720967,83
95.35607662,82
94.35445407,88
94.5280583,86
94.45639134,81
96.00977561,82
95.16731147,78
94.37119171,84
95.38573066,78
95.45069511,77
95.29493754,76
94.32213751,84
94.8626557,80
94.47233856,80
94.9370677,82
94.99750069,81
94.9882232,77
94.45540451,80
95.57199084,76
94.56178176,82
95.84186145,80
95.25115897,81
95.05891754,79
95.42390509,76
95.03867072,83
95.49105562,79
95.31401055,77
95.27838289,78
95.61019565,80
95.13009748,77
94.13091311,87
94.46248619,82
95.16795018,78
94.83160732,80
94.98459045,78
95.68881911,78
95.97558335,82
95.22210958,80
95.69267458,77
95.00541636,79
95.34020198,78
95.14178654,80
94.56079086,78
95.38476424,76
94.99625904,82
94.76561744,76
95.44254834,77
94.49690703,83
94.61567403,78
95.61678735,80
95.37453567,82
94.33173279,90
95.23258591,83
95.60466392,79
95.46161167,79
94.97289611,80
95.38489699,80
95.69084892,78
95.24185623,78
95.75245689,80
94.74646843,81
95.01200123,78
94.97684194,82
94.68683423,80
94.96392366,82
94.74173424,81
95.5331161,77
94.67050686,83
94.92106637,81
95.63330527,74
95.64275685,78
95.77092499,75
94.28745438,85
95.80202606,80
94.31413724,84
94.30830482,85
95.00278122,78
95.38267217,78
94.78151069,81
95.88534017,82
95.65918743,76
95.68925432,78
95.27413439,80
95.81553799,77
95.26760111,78
94.33745913,81
95.78948158,79
95.83926401,78
95.66400473,80
95.76486077,83
95.67280985,83
94.89214548,94
94.86047506,82
95.51896336,77
94.74667922,118
94.46576544,85
95.51520039,77
95.65670431,75
95.51567349,80
95.98710214,77
95.27457974,78
95.0039645,83
94.22610263,92
95.48810855,77
95.23495695,78
95.33811135,80
94.7911951,80
94.54372933,83
94.7614493,122
94.33558599,84
95.2296117,80
94.79639486,82
94.54421236,80
94.72142102,82
95.18256627,78
95.4016152,79
94.88417462,79
95.75888123,80
94.29184308,81
95.75192243,76
95.02644828,81
94.69783526,83
95.40999305,80
95.53997145,79
95.51592108,77
94.99085343,81
95.15623874,78
95.64452815,79
95.02865684,81
94.97191243,80
95.73081588,78
95.58808121,78
95.7144455,79
94.27023744,84
94.69415038,112
94.59897713,79
95.32812983,77
95.57673735,79
95.00847024,79
95.41697257,79
94.33702434,82
96.05715535,80
94.7102883,80
94.75512222,82
95.20858252,80
95.46513112,81
95.59831284,79
95.63421556,78
95.23239949,82
95.11241581,80
94.64531504,84
95.45083317,81
95.23239036,81
95.17229463,82
95.53389369,77
94.81072337,79
95.6680551,80
95.76647208,79
94.3498033,83
94.86211253,112
94.74646832,78
95.16558065,77
94.63195827,84
95.60554485,77
95.56261911,79
95.02769043,81
94.75916096,77
95.06346829,110
94.93720104,77
95.09449651,81
95.85906882,78
95.44000574,81
95.01852972,85
95.00299384,77
94.7359569,120
95.15848718,79
95.29005794,82
95.41346889,77
95.06866415,79
95.03354606,104
94.74187581,85
95.19747281,79
95.50304548,83
94.7253843,117
95.47107667,80
95.82792066,80
94.62473346,80
94.77070816,78
95.68177275,82
95.58225592,78
95.46405363,80
94.47558629,88
95.31939158,78
95.23898904,78
95.57008071,78
94.36026879,86
95.30340008,79
95.09326842,76
94.58313076,82
95.15405284,79
95.20116015,79
94.20688923,79
95.26086298,75
94.73325153,78
95.18318407,82
94.12859359,85
95.67114336,78
95.5601558,79
95.72402364,79
95.32390263,112
95.96420966,82
95.4836909,79
94.26534911,86
94.98533854,79
94.70793647,82
95.00356421,80
95.13908801,79
94.7452057,77
95.49768014,77
95.22607379,80
95.33226982,80
95.33003119,77
95.35423952,79
95.06442055,82
95.55934422,76
95.37795616,80
95.00085844,112
95.47789409,83
95.43194347,80
95.38113502,79
94.12606496,87
94.41859482,83
95.68410031,82
95.69422443,78
95.67651598,82
94.97005105,111
95.1255622,78
94.50206482,112
95.00766453,83
95.63823403,82
95.53373976,81
95.82668485,79
95.10171458,79
95.45128564,79
94.83337924,86
95.56158393,77
94.2312365,89
95.91589751,83
95.05238672,80
95.36598135,80
95.36365404,80
95.4613123,79
95.51429793,76
94.7693286,80
94.56360547,79
94.73935658,79
94.98512761,78
94.83826684,82
95.82774239,80
95.64440919,76
95.48540389,79
94.57005368,80
95.88325664,78
95.24566201,80
95.22375937,77
94.83701906,78
95.65369589,79
95.57857193,80
94.73391127,81
94.15760598,88
95.1146903,82
95.7674189,79
95.04035349,79
95.70556339,77
95.98117761,79
94.09099661,84
95.68072089,76
95.80852185,83
95.69360003,80
95.10662536,83
94.69074278,79
94.68285299,115
94.5437857,87
94.86716387,81
94.59129337,84
95.02228115,80
93.9121496,87
95.10421575,82
95.66828185,79
95.24221952,109
96.12674112,81
95.55151132,78
94.96876531,84
95.29999308,79
95.27478266,110
94.95712877,78
95.51973675,83
95.44701673,80
95.66012144,79
95.31351876,80
95.62666278,81
95.73108589,77
95.88725199,79
95.65218913,78
94.32071467,85
94.76312626,79
95.41137073,83
95.11476458,82
94.91461903,85
95.94125651,77
94.07892635,88
95.34120539,76
95.42297954,79
95.60411055,79
94.34480209,85
94.67070683,81
94.77853004,79
95.66917976,80
95.03569563,115
94.6950625,85
95.86766084,79
96.02409137,82
95.14120349,110
94.87850507,112
94.79288712,80
95.22578486,78
95.08771261,80
95.03968478,83
95.58206644,79
94.40919538,84
94.7215929,84
94.5314722,81
95.02158359,77
95.36454183,84
94.60989343,78
94.38886721,81
95.54895216,80
94.85233991,77
95.11980889,112
94.70234966,80
94.63085257,84
95.7018879,78
95.48492312,78
95.14831908,81
95.52599059,77
95.23008056,81
95.51747776,78
95.78603077,78
95.58883901,79
95.65418836,81
94.89502661,81
95.02899729,78
94.56347108,80
95.30257311,78
94.86961921,78
95.87435866,82
95.08896752,79
95.06736729,78
95.03979152,77
95.69601796,76
95.63133558,82
95.57038328,81
95.60846872,82
94.39426097,84
94.65012401,80
94.74909323,78
95.20387028,79
95.46084191,80
95.32907846,80
95.31800069,82
95.07516851,79
95.53724808,78
94.94816502,80
94.9455285,79
95.16825663,78
95.21549254,78
95.87576576,77
94.74152725,83
94.9108895,81
94.97892381,83
95.22020714,77
95.29448276,81
94.91163842,83
95.45801412,77
95.37728337,82
95.17035677,79
95.16111962,79
94.84401227,83
95.02832601,80
95.15367892,79
94.65245715,104
95.29953654,77
95.53004615,81
95.67304539,80
95.20168955,82
95.55322745,83
95.60989846,78
94.80121249,79
95.19032097,81
94.61394457,109
95.75275174,78
95.426752,77
95.56269922,77
95.74326083,77
94.70397128,99
94.75822636,81
95.27222502,78
95.73362528,79
95.52247681,78
95.17182779,79
95.18235454,82
95.69016902,83
94.20671411,84
94.98173504,107
95.29120546,79
94.94517161,81
95.15338097,111
94.90920116,81
94.49784003,83
94.87360746,77
95.56002887,78
95.28296204,80
95.5306169,82
94.97871763,111
94.95297448,79
95.56115189,81
95.8290287,81
95.17831759,82
95.18680515,82
95.4654377,80
95.40365827,82
95.48547218,77
94.66683649,83
94.6368427,104
95.10323768,81
94.85024553,81
95.84744134,78
94.93651501,84
95.83736866,79
95.73294376,78
95.41229311,78
95.75538295,77
95.14086648,77
95.43817979,79
95.20455058,79
95.61516887,77
94.55145562,110
95.25026331,79
95.43808933,80
95.87136412,81
95.33462766,78
95.44019254,79
94.73821338,77
94.68952226,86
95.30369448,80
95.97873597,80
95.30519309,82
95.33960681,81
95.515062,80
95.81894538,80
94.67084858,80
95.07102727,79
94.67169522,83
95.54550306,83
95.25864941,78
95.02806726,80
95.08745432,80
95.68243485,76
94.47387325,105
95.7234099,78
95.22839961,77
94.71792625,110
94.29982687,83
95.28158926,79
95.81413099,77
95.11152536,81
95.60372245,81
94.91285635,79
94.48364165,92
94.79725084,79
95.6520923,79
95.57322228,80
94.94615105,84
95.77281471,76
95.31622988,81
95.20246421,81
94.58217092,84
95.23186153,107
94.71609803,82
94.79271497,112
94.92816442,81
95.42635454,78
94.77698559,83
95.84417549,77
94.99611794,105
95.34182951,80
95.50127055,81
95.01735728,79
95.4484271,79
95.02666699,80
95.00829174,81
94.62125848,116
95.73306377,81
95.03630471,115
94.99437853,109
95.41913984,79
95.83832237,78
95.12354135,109
95.48379937,76
95.13246642,81
95.23124231,77
95.14785394,82
95.32217485,82
94.8270567,86
95.3401044,78
95.2040063,80
95.29216209,81
94.94004467,83
95.49831984,78
94.93175505,82
94.74471342,81
95.74239643,78
94.54810354,86
94.60945328,116
94.90505783,107
94.60144966,79
95.07743117,77
94.96819482,84
95.10584902,107
95.82570901,79
95.14259725,81
95.1714303,80
95.05403505,79
94.93640254,109
95.56574441,83
94.83985097,82
95.78466612,77
95.63502246,80
95.15380693,78
95.6779908,84
95.5411635,78
95.18926983,80
95.07780456,78
95.09389485,108
95.4458953,81
94.84321764,80
94.846555,112
94.94780409,82
95.16037029,78
94.94699253,78
95.72698736,78
95.3891256,78
94.90301476,110
95.46245237,81
95.19119161,78
95.66490913,80
94.90312089,110
95.53394655,79
95.07858104,110
95.68241316,80
95.26725767,82
95.68843809,82
94.73995721,80
94.68192516,118
95.14790611,107
95.30625896,79
95.42393995,78
94.87076232,80
94.95478476,78
95.63910955,80
95.52597676,77
94.87104706,76
94.92386857,80
94.3486216,105
95.46503185,80
95.5608938,79
94.63956143,78
94.63439672,103
95.42012103,80
95.35448196,78
94.93739895,118
94.87821811,82
95.43273098,80
94.71114105,77
95.83417845,79
95.1727081,80
94.70842074,81
95.6138968,80
94.9942967,80
95.42420366,82
95.82618873,79
95.52964723,74
95.42450432,81
95.02807315,78
95.52326584,81
95.60069196,83
95.02941243,81
95.02171034,79
95.06351541,82
95.05551937,82
95.3968923,82
94.91318164,78
95.26640503,79
95.79158691,78
94.97453262,105
95.71697627,78
94.42980341,86
95.057462,81
95.72736327,81
95.15334769,79
95.27186892,79
94.67546746,104
94.95489745,79
94.78724163,80
94.86466583,110
95.04198313,108
95.27813977,83
95.32042642,81
94.59766539,84
94.68316447,79
95.47361121,78
94.18874855,88
95.44939751,80
95.15163324,76
94.93995869,78
95.21613912,80
95.46620716,79
94.85217946,106
94.91267276,83
95.72472478,80
95.42410462,79
95.25215159,82
95.32732023,111
95.7156315,75
95.55398431,78
95.04350839,81
95.3522121,81
94.81357705,109
95.5440809,79
95.07206419,121
95.10647083,79
95.54547205,77
95.26672837,81
95.59544203,75
95.0127611,80
95.34001609,77
95.3231837,79
95.34359051,78
95.4262691,77
95.26368638,78
95.26474188,79
95.1364848,110
95.08950688,82
95.03176111,80
95.39146706,77
95.61407611,79
95.16147716,78
95.6174145,78
95.64303404,79
94.88191352,81
95.26691367,82
94.4812882,107
95.64733583,80
95.10015165,112
94.91741064,80
95.18720805,80
95.68326195,78
94.9301903,108
94.5168258,84
95.48971595,80
95.66395075,77
95.5935038,78
95.24801543,80
95.39855159,82
94.9213108,109
95.04420893,81
94.32301265,91
94.93762797,79
95.35390454,79
94.83202434,107
95.23853457,103
94.64233798,111
94.6216477,80
